#,granter_id,grantee,grantee_id,fiscal_year,description,amount,start,end,url
119,225,Tides Center,,2008,"Core support for the International Treatment Preparedness Coalition to advocate for universal access to treatment, prevention & all health care services for people living with HIV and those at risk",300000,7/1/2009,6/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
120,225,Tides Center,,2008,Tie-off core support for New Voices in Independent Journalism to advance social justice reporting through journalist training and fellowships and special reporting projects,100000,1/1/2009,12/31/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
121,225,Tides Center,,2008,Final core support for AIDS-Free World to promote more urgent and effective global responses to HIV/AIDS,250000,10/1/2009,9/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
122,225,Tides Center,,2008,"Core support for the Generations Ahead program to educate and engage women's health, social justice, and human rights activists in response to challenges posed by new human genetic technologies",200000,7/1/2009,6/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
123,225,Tides Center,,2008,"Core support for the International Network on Economic, Social, and Cultural Rights to help individuals and groups learn from and assist each other's efforts to advance these rights around the world",700000,10/1/2008,9/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
124,225,Vera Institute of Justice,,2008,To advise Chinese criminal justice scholars and train them in the use of empirical research and pilot projects to promote criminal justice reform and for conferences in Sichuan and Beijing,48308,3/1/2010,1/14/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
125,225,Vera Institute of Justice,,2008,Core support for the Prosecution and Racial Justice program to help district attorneys analyze the impact of race and ethnicity on prosecutorial decisions in criminal cases,250158,5/1/2009,9/30/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
126,225,Wayne State University,,2008,"For research on the effects of dispersed public housing and homeownership projects in Denver on Latino, African-American and other public housing residents",249680,12/1/2008,11/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
127,225,Arab Community Center for Economic and Social Services,,2009,"To build a permanent Michigan statewide multi-racial immigrants’ rights coalition, with a focus on organizing and advocacy",356750,8/1/2010,7/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
128,225,Children's Defense Fund,,2009,For the Cradle to Prison Pipeline Crusade to address the systemic issues leading to a disproportionate number of black boys ending up incarcerated,500000,9/1/2009,8/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
129,225,Children's Defense Fund,,2009,For the Cradle to Prison Pipeline initiative to address the systemic issues leading to the disproportionate incarceration of African American and Latino boys,802637,10/1/2010,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
130,225,Citizens Alliance on Prisons and Public Spending,,2009,"General support to promote policies that reduce prison populations & shift resources to public services that prevent crime, rehabilitate offenders & cost-effectively address the needs of all citizens",196625,7/1/2010,6/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
131,225,City Connect Detroit,,2009,For Census outreach grants to community-based organizations in hard-to-count communities that are part of the Skillman Foundation's Detroit Good Neighborhoods Initiative,65000,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
132,225,Community Foundation for Southeast Michigan,,2009,Core support for the New Economy Initiative to leverage resources and catalyze positive economic and social change in the Detroit metropolitan area,3000000,5/1/2010,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
133,225,Community Foundation for Southeast Michigan,,2009,"For the HOPE Fund's LGBT Racial Equity Initiative to build the capacity of lesbian, gay, bisexual and transgender organizations of color in Southeast Michigan",200000,9/1/2010,8/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
134,225,"Demos: A Network for Ideas and Action, Ltd.",,2009,"For research, dissemination and advocacy to address the problem of growing household indebtedness and the need for financial sector reform",400000,10/1/2009,9/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
135,225,"Demos: A Network for Ideas and Action, Ltd.",,2009,For research and analysis on job quality for low-wage workers and the development of policies and strategies that improve access to training opportunities and good jobs,175000,8/1/2010,7/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
136,225,"Demos: A Network for Ideas and Action, Ltd.",,2009,For the Center for the Public Sector's Public Works Program to build the capacity of its grantees and their constituents to effectively educate the public on the role of government in a modern economy,500000,2/1/2010,1/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
137,225,"Demos: A Network for Ideas and Action, Ltd.",,2009,Final suppport for the Building Movement Project to strengthen commitment to social change among nonprofit sector organizations,200000,1/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
138,225,"Demos: A Network for Ideas and Action, Ltd.",,2009,Core support for the Democracy Program to strengthen democracy in the United States by reducing barriers to voter participation and encouraging civic engagement,200000,11/1/2009,10/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
139,225,"Demos: A Network for Ideas and Action, Ltd.",,2009,For a national conference on federal fiscal priorities and revenue options and to provide staff support to the National Commission on Fiscal Responsibility and Reform,160000,7/1/2010,6/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
140,225,Detroit Economic Growth Association,,2009,For the Detroit Office of Foreclosure Prevention and Response to leverage and enhance the efforts of those working to reduce the impact of the foreclosure crisis on families and neighborhoods,500000,5/1/2010,4/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
141,225,Detroit Educational Television Foundation (WTVS),,2009,"To produce a series of stories for national broadcast examining efforts to rethink housing, transportation and land use to right-size Detroit and other ""shrinking"" cities",400000,8/1/2010,7/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
142,225,East Michigan Environmental Action Council,,2009,"For the Stand Up! Speak Out! leadership training project to build a multigenerational, multiracial cohort of community leaders to help shape and promote public policy for a sustainable Detroit",150211,10/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
143,225,East Michigan Environmental Action Council,,2009,"For Census outreach to low-income communities, youth and people of color in metro Detroit",96114,2/1/2010,1/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
144,225,Focus HOPE,,2009,Recoverable grant to provide a working capital line of credit to support operations and position the organization for financial sustainability,1000000,10/1/2009,9/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
145,225,"Freedom Institute for Economic, Social Justice and Political Empowerment, Inc.",,2009,"For outreach, training & networking to ensure that the needs of low-income & minority Detroit residents are addressed in local land-use planning & regional transportation & infrastructure investments",100000,9/1/2010,8/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
146,225,Grantmakers in the Arts,,2009,"For an information, communication and convening project to increase awareness of diversity and encourage funding of populations traditionally underserved by the arts community",150000,9/1/2010,8/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
147,225,Independent Sector,,2009,"General support to advance the common good by leading, strengthening and mobilizing the charitable community",250000,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
148,225,Independent Sector,,2009,Contribution toward the annual dues of a foundation-supported philanthropic association,24650,1/1/2010,12/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
149,225,ISAIAH,,2009,To collaborate with the Alliance for Metropolitan Stability & Transit for Livable Communities to ensure that public dollars invested in transportation benefit low-income and transit-dependent people,225000,12/1/2009,11/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
150,225,Law Office of Deborah LaBelle,,2009,"For litigation, research, public education and coalition building to abolish juvenile life without parole sentences in Michigan",150000,9/1/2010,8/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
151,225,League of Young Voters Education Fund,,2009,To convene urban bloggers and tastemakers to develop a civic engagement plan for educating and mobilizing young people and encouraging them to participate fully in the democratic process,115795,8/1/2010,7/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
152,225,"Loki Films, LLC",,2009,"To produce Detroit Hustles Harder, a full-length documentary chronicling the lives of several men and women who have chosen to stay in Detroit and attempt against the odds to turn the city around",200000,8/1/2010,7/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
153,225,Metropolitan Organizing Strategy Enabling Strength,,2009,General support to bring metropolitan Detroit-based congregations of faith together to improve the quality of life in their communities and create a more just and humane society,350000,10/1/2009,9/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
154,225,Michigan Advocacy Program,,2009,For the Michigan Immigrant Rights Center to launch the Welcoming Michigan campaign to foster and facilitate immigrant integration into receiving communities,200000,7/1/2010,2/29/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
155,225,Michigan AIDS Coalition,,2009,For advocacy to protect and promote the human rights of communities of color affected by HIV in Michigan.,169375,9/1/2010,8/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
156,225,Michigan Nonprofit Association,,2009,To enable a culturally diverse group of arts organizations to participate in the Kennedy Center’s “Capacity Building: Art Works in Detroit” program and for capacity-building grants to participants,250000,9/1/2010,8/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
157,225,Michigan Nonprofit Association,,2009,For the Michigan Participation Project to mobilize its network of nonprofits to educate and engage communities around the 2010 Census to ensure an accurate count of the most hard to reach,100000,1/1/2010,12/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
158,225,Michigan Roundtable for Diversity and Inclusion,,2009,For a community racial reconciliation project to address racial segregation and bias in Michigan and to increase organizational infrastructure capacity,395850,8/1/2010,7/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
159,225,Michigan Roundtable for Diversity and Inclusion,,2009,To build a collaborative infrastructure for Near-East Side Faith-Based Organizations to strategically assess and find solutions to neighborhood social needs.,100000,9/1/2010,8/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
160,225,Michigan Suburbs Alliance,,2009,"To use the “New Metropolis,” a documentary series on America’s first suburbs, as a springboard for community dialogue on public policy reform promoting integrated and sustainable regional development",190000,6/1/2010,5/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
161,225,New World Foundation,,2009,"For the Resource Lab’s grant making, technical assistance and other activities to help community-based social justice organizations develop and implement new funding strategies",200000,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
162,225,Philanthropy Northwest,,2009,"For the PRI Makers Network to conduct outreach and provide training, technical assistance & other services to help grant makers use program-related investments as part of their philanthropic strategy",75000,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
163,225,PolicyLink,,2009,To establish the Promise Neighborhoods Institute to provide technical assistance to and develop a community of practice for participants in the federal Promise Neighborhoods Initiative for children,500000,5/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
164,225,PolicyLink,,2009,"To bring its agenda for advancing the equity movement in America to both major events hosted by key national organizations and smaller gatherings of policy makers, corporate leaders & philanthropists",200000,1/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
165,225,PolicyLink,,2009,"To build a policy communications infrastructure for & with state, local & national saving & asset-building organizations participating in the foundation’s Economic Security Over a Lifetime initiative",200000,9/1/2010,8/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
166,225,PolicyLink,,2009,"General support to promote community building at the federal, state and local levels to advance social and economic equity nationwide",500000,8/1/2010,7/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
167,225,Regents of the University of Michigan,,2009,"For the School of Information to conduct research into broadband development processes, data needs and community impacts associated with federal and privately funded broadband initiatives",248575,6/1/2010,8/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
168,225,Regents of the University of Michigan,,2009,To convene university officials at two conferences to develop strategies and best practices for achieving and maintaining diversity at state universities that are barred from using affirmative action,88935,8/1/2010,1/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
169,225,Regents of the University of Michigan,,2009,"For research on youth sexuality in Detroit, graduate student training on human rights approaches to sexuality and health & dissemination of research findings on homeless youth and sexual vulnerability",499899,9/1/2010,8/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
170,225,Smart Growth America,,2009,"General support to promote growth that protects farmland and open space, revitalizes neighborhoods, keeps housing affordable and provides more transportation choices",500000,3/1/2010,2/28/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
171,225,State Voices,,2009,"For Michigan Voice to conduct Census outreach to underserved communities in Detroit and Flint, Michigan",100000,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
172,225,State Voices,,2009,General support to help grassroots organizations win shared policy and civic engagement victories and build long-term power and for Michigan Voice to conduct a nonpartisan voter engagement campaign,425000,7/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
173,225,The Foundation Center,,2009,General support to strengthen the nonprofit sector by advancing knowledge about U.S. philanthropy,400000,1/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
174,225,The Sugar Law Center,,2009,For legal and technical assistance to help community groups in Michigan develop and implement “community benefits alliances” that give them a voice at the community development decision-making table,300000,7/1/2010,6/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
175,225,Tides Center,,2009,"Core support  for Open MIC to create a reporting framework for media responsibility that stakeholders, including shareholders, can use to measure & promote excellence in publicly held media companies",50000,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
176,225,Tides Center,,2009,For the New Policy Institute to produce research reports and educate individuals on comprehensive immigration reform,200000,3/1/2010,2/28/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
177,225,Tides Center,,2009,For the Generational Alliance to strengthen the capacity of its members to conduct voter education campaigns and increase and sustain youth civic engagement in marginalized communities,370000,6/1/2010,5/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
178,225,Tides Center,,2009,"Final support for the Environmental Justice and Climate Change Intitiative to promote climate policy that incorporates  equity, justice and economic fairness",169371,10/1/2009,9/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
179,225,Tides Center,,2009,Core support for the National Asian Pacific American Women's Forum to build a movement to advance social justice and human rights for Asian and Pacific Islander women and girls,350000,7/1/2010,6/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
180,225,Tides Center,,2009,"For the Opportunity Agenda to test and disseminate a ""core narrative"" around which the reproductive justice movement can unify its communications strategy",175000,6/1/2010,5/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
181,225,Tides Center,,2009,Core support for Emerging Practitioners in Philanthropy to strengthen the next generation of grant makers in order to advance effective social justice philanthropy,200000,6/1/2010,5/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
182,225,Tides Center,,2009,"Final core support for the International Treatment Preparedness Coalition to advocate for universal access to treatment, prevention & all healthcare services for people living with HIV",250000,6/1/2010,11/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
183,225,Tides Center,,2009,Core support for the Detention Watch Network to educate the public and policy makers about the U.S. detention and deportation system and advocate for humane reform,200000,7/1/2010,6/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
184,225,Tides Center,,2009,Core support for Justice Strategies to analyze & develop solutions to criminal justice system problems & for the Downscaling Prison Project to develop strategies for safely reducing prison populations,300000,6/1/2010,5/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
185,225,Tides Center,,2009,For the International Treatment Preparedness Coalition to promote access to treatment and prevention for people living with HIV/AIDS in the Middle East and North Africa and build a regional network,200000,1/1/2010,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
186,225,Tides Center,,2009,Core support for Campaign for the Fair Sentencing of Youth to reduce and abolish the sentencing of any person below the age of 18 to life without the possibility of parole,300000,5/1/2010,4/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
187,225,Tides Center,,2009,For the Center for Social Inclusion to plan and develop its institutional and organizational infrastructure,400000,2/1/2010,1/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
188,225,Tides Center,,2009,For the Generational Alliance’s Census outreach project to increase the participation of underrepresented youth in the 2010 Census and engage them in the democratic process,417750,2/1/2010,1/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
189,225,Tides Center,,2009,"Core support for the Opportunity Agenda to build the national will to expand opportunity in America and for communications projects to promote human rights, economic opportunity and media justice",1140000,5/1/2010,4/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
190,225,Tides Center,,2009,"For the International Network on Economic, Social, and Cultural Rights to develop an implementation plan for & a guide to strategic litigation under the Optional Protocol on economic & social rights",250000,11/1/2009,10/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
191,225,Tides Center,,2009,To develop expertise and capacity to address media policy issues in the civil rights community,150000,8/1/2010,7/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
192,225,Tides Center,,2009,To create a seires of media pieces focused on people enduring economic hardships,150000,10/1/2010,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
